accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
0,https://www.pubsgalore.co.uk/pubs/23941/,way/930752231,The Black Cat,,SE6,SE,9,Winslade Way,London,0.9,"openai:The URL is a dedicated pub listing that specifically mentions the exact address 9 Winslade Way, SE6, matching the pub's location and name. It is not a social network or aggregator, and has strong geo evidence.;loc_ok=near_coords",,
1,https://fellowshipinn.co.uk/,node/282022744,The Fellowship Inn,,SE6,SE,,Randlesdown Road,London,0.95,"openai:The URL fellowshipinn.co.uk matches the pub name exactly and the snippet includes the address Randlesdown Rd, London SE6 3BT, matching the given location.;loc_ok=district+address",,
0,https://londontheinside.com/map/deptford/,node/12827193551,Big J's Biltong Bar,,SE8,SE,29,Deptford High Street,London,0.8,"openai:This candidate URL explicitly mentions Big J's Biltong Bar at 29 Deptford High St, London SE8, matching the pub's address and name closely. Other candidates mention the pub but do not provide a direct website or operator site. This is likely the best available official or semi-official page for the pub.;loc_ok=district+address",,
0,https://www.foodhygienerating.co.uk/establishment/the-lucky-anchor-ale-house/lewisham/1750209,a5d83f32-5395-48f1-ac56-df151a464ca0,Lucky Anchor Ale House,Independent,SE8,SE,,,,0.9,"openai:This URL includes the full address with postcode SE8 4AF and matches the pub name and location closely, providing strong evidence it is the correct site related to the Lucky Anchor Ale House in Deptford SE8.;loc_ok=near_coords",,
1,https://www.thebrookmill.co.uk/,node/280606890,The Brookmill Pub,,SE8,SE,65,Cranbrook Road,London,0.95,"openai:The URL is the official website for The Brookmill Pub in SE8 London, matches the address area, and has strong page evidence describing the pub and its offerings.;loc_ok=district+address",,
0,https://pubwiki.co.uk/LondonPubs/Deptford/DogBell.shtml,way/372116667,The Dog & Bell,,SE8,SE,116,Prince Street,London,0.8,"openai:The URL explicitly mentions the exact address 116 Prince Street and SE8 district matching the pub's location, indicating a strong geographic match and relevant detailed information about the pub.;loc_ok=district+address",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=550,node/13054215867,The Lucky Anchor,,SE8,SE,18,Deptford High Street,London,0.9,"openai:The URL is a dedicated London beer guide page specifically for The Lucky Anchor at 18 Deptford High Street, London SE8, matching the pub's address and location closely, with strong page evidence and geo bonus.;loc_ok=near_coords",,
0,https://www.deptfordlandings.co.uk/news/the-victoria-pub-is-now-open/,way/492091342,The Victoria,,SE8,SE,177,Grove Street,London,0.9,"openai:The URL clearly mentions the pub name and exact address 177 Grove Street, London SE8 matching the given pub details, indicating it is the pub's own or closely related site rather than an aggregator or unrelated page.;loc_ok=district+address",,
0,https://www.fanzo.com/en/bar/250303/the-wolf-s-tavern,way/288984963,The Wolf's Tavern,,SE8,SE,195,Evelyn Street,London,0.9,"openai:The Fanzo page has a high geo bonus and mentions the pub in London with detailed info, indicating a strong match to the given pub location and name.;loc_ok=near_coords",,
0,https://www.thisiseltham.co.uk/shops.php?categoryID=196,node/2464003776,Draughts,,SE9,SE,34,Eltham High Street,London,0.8,"openai:The URL is a local Eltham community site listing the Draughts pub at 34 Eltham High Street with matching address and district SE9, indicating it is the correct venue's page.;loc_ok=district+address",,
1,https://elthamgpo.com/,10935e99-30af-49de-bfee-81164637d5b7,Eltham GPO,Portobello,SE9,SE,,,,0.9,"openai:The URL elthamgpo.com matches the pub name exactly and the page snippet includes the full address with postcode SE9 5DQ, which aligns with the pub's district SE9 and coordinates. It also mentions the operator Portobello, confirming relevance.;loc_ok=near_coords",,
1,https://www.beehiveneweltham.com/,way/638690911,The Beehive,,SE9,SE,365,Footscray Road,London,0.95,"openai:The URL explicitly mentions the Beehive pub at 365 Footscray Road, London SE9, matching the given address and district exactly, indicating it is the official or primary website.;loc_ok=district+address",,
1,https://www.parktaverneltham.co.uk/,way/239552326,The Park Tavern,,SE9,SE,45,Passey Place,London,0.95,"openai:The URL explicitly matches the pub name and address (45 Passey Place, Eltham, London SE9 5DA) exactly, indicating it is the official website. It has the highest page evidence score and mentions the full address.;loc_ok=district+address",,
0,https://mysweetpub.uk/se9-london-greater/the-royal/6915,way/262471686,The Royal,,SE9,SE,185,Court Road,London,0.9,openai:URL explicitly mentions the pub name and exact address with postcode SE9 4UG matching the given location, appears to be a dedicated pub site rather than an aggregator or social network.,loc_ok=near_coords
1,https://www.therustybucket.pub/,node/412209049,The Rusty Bucket,,SE9,SE,11,Court Yard,London,0.95,"openai:The URL https://www.therustybucket.pub/ explicitly matches the pub name and address (11 Court Yard, Eltham, London SE9 5PR) in the snippet, indicating it is the official website. It has the highest page evidence score and relevant location details. Other candidates are either directories or less authoritative.;loc_ok=district+address",,
0,https://efp.brewdog.com/es/blog/brewdog-clapham-junction-is-nearly-here,way/769615459,Brewdog,BrewDog,SW11,SW,11-13,Battersea Rise,London,0.85,"openai:The URL is from BrewDog's own domain and the page specifically mentions the address 11-13 Battersea Rise, matching the pub's location exactly. This is a strong indicator it is the official or operator site for this venue.;loc_ok=district+address",,
1,https://www.thefoxandhoundspub.co.uk/,node/615621429,Fox and Hounds,,SW11,SW,66-68,Latchmere Road,London,1,"openai:The URL is the official website of The Fox and Hounds pub at 66 Latchmere Road, London SW11, matching the exact address and phone number, clearly indicating it is the pub's own site.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/paya-and-horse-london-sw11-10412/,node/2287275689,Paya and Horse,,SW11,SW,181,Battersea Park Road,London,0.9,"openai:This candidate URL mentions the exact address 189 Battersea Park Road, London SW11, matching the pub's location closely and has a high geo evidence score, indicating strong location relevance. Other candidates are either image files, generic listings, or less specific about the address.;loc_ok=near_coords",,
1,https://stjohnstavern.co.uk/,way/204733077,St John's Tavern,,SW11,SW,147,Saint John's Hill,London,0.95,"openai:The domain stjohnstavern.co.uk matches the pub name exactly and the pages mention the address Saint John's Hill, Clapham SW11, which matches the given address and district. This is clearly the official website for the St John's Tavern in London SW11.;loc_ok=district+address",,
0,https://travelxchange.com.au/pubdet.asp?hotid=PA20609&Type=pub,node/1958568591,The Bolingbroke,,SW11,SW,174-172,Northcote Road,London,0.8,"openai:The candidate URL explicitly mentions the exact address 174-172 Northcote Road, London, SW11, matching the pub's location, indicating it is about the correct venue.;loc_ok=near_coords",,
0,https://travelxchange.com.au/pubdet.asp?hotid=PA22293&Type=pub,way/854337125,The British Flag,,SW11,SW,103,Culvert Road,London,0.8,"openai:This candidate explicitly mentions the exact address 103 Culvert Road, London, SW11 5AU matching the pub's location, indicating a strong geographic match. Other candidates mention the pub but do not clearly represent an official or operator website, or are less directly tied to the address.;loc_ok=near_coords",,
1,https://www.thecandlemakerpub.com/,way/339465008,The Candlemaker,,SW11,SW,136,Battersea High Street,London,0.95,"openai:The URL is a dedicated domain matching the pub's name, with page content mentioning Battersea High Street and SW11, matching the pub's address and district. It appears to be the official website rather than a social or aggregator site.;loc_ok=near_coords",,
0,https://www.publove.co.uk/pubs/the-crown,node/3340684903,The Crown,,SW11,SW,102,Lavender Hill,London,0.9,"openai:The URL is the official PubLove site for The Crown at 102 Lavender Hill, matching the pub's address and name exactly, indicating it is the pub's own website rather than an aggregator or social network.;loc_ok=district+address",,
1,https://www.thelatchmere.co.uk/,way/341419642,The Latchmere,,SW11,SW,503,Battersea Park Road,London,0.95,"openai:The URL is the official pub website matching the exact name and location (Battersea Park Road, SW11). It has the highest rank and serper score, and the page snippet confirms the address and pub identity.;loc_ok=district+address",,
1,https://www.lostbattersea.co.uk,node/3468565224,The Lost Society,,SW11,SW,339,Battersea Park Road,London,0.9,"openai:The URL and page title explicitly reference 'Lost Society Battersea' and the content aligns with the pub's name and location. Although the postcode is missing, the address 'Battersea Park Road' matches the pub's address, indicating this is the official or brand site.;loc_ok=district+address",,
1,https://magicgardenpub.com/,node/3362469515,The Magic Garden,,SW11,SW,231,Battersea Park Road,London,0.95,"openai:The URL magicgardenpub.com explicitly matches the pub name and address (231 Battersea Park Road, London, SW11 4LG) given in the snippet, indicating it is the official website of The Magic Garden pub in Battersea.;loc_ok=district+address",,
1,https://www.themerchantbattersea.com/,way/770274342,The Merchant of Battersea,,SW11,SW,23-25,Battersea Rise,London,0.95,"openai:The URL explicitly matches the pub name and address (23-25 Battersea Rise, SW11) with strong page evidence and geo bonus, indicating it is the official website.;loc_ok=near_coords",,
1,https://www.therosebattersea.co.uk/,node/344369989,The Rose Battersea,,SW11,SW,74-76,Battersea Bridge Road,London,0.9,"openai:The URL https://www.therosebattersea.co.uk/ directly matches the pub name and includes relevant details about the pub at 74-76 Battersea Bridge Road, London SW11, indicating it is the official site.;loc_ok=address_tokens",,
1,https://thebedford.com/,node/251526423,The Bedford,,SW12,SW,77,Bedford Hill,London,0.9,"openai:The URL is the official website for The Bedford in Balham, London, matching the pub name and location. It is not an aggregator or social network and has strong evidence of being the venue's own site.;loc_ok=district+address",,
1,https://www.devonshirebalham.co.uk/,node/283614125,The Devonshire,,SW12,SW,39,Balham High Road,London,0.95,"openai:The URL matches the pub name and exact address (39 Balham High Road, London SW12), with strong page evidence and direct contact details, indicating it is the official website.;loc_ok=district+address",,
1,https://www.grovebalham.com/,node/292938407,The Grove,,SW12,SW,39,Oldridge Road,London,1,"openai:The URL grovebalham.com matches the pub name and exact address 39 Oldridge Road, Balham, London SW12, confirming it is the official website for The Grove pub at this location.;loc_ok=district+address",,
1,https://www.coachandhorsesbarnes.co.uk/,way/698372312,Coach and Horses,Young's,SW13,SW,27,Barnes High Street,London,0.95,"openai:The URL is the official site for Coach and Horses in Barnes, London, operated by Young's, matching the address 27 Barnes High Street and district SW13. It is clearly branded and not an aggregator or social network.;loc_ok=district+address",,
1,https://www.thebridgeinbarnes.co.uk/,way/688103320,The Bridge,Freehold,SW13,SW,204,Castelnau,London,0.95,"openai:The URL is the official website of The Bridge pub at 204 Castelnau, London SW13, matching the address and name exactly. It is not an aggregator or social network and has strong page evidence.;loc_ok=district+address",,
1,https://www.thebrowndog.co.uk/,way/816983433,The Brown Dog,,SW13,SW,28,Cross Street,London,0.95,"openai:The URL is the official website of The Brown Dog at 28 Cross Street, Barnes, London SW13, matching the pub's address and area. It is not an aggregator or social network and has strong page evidence.;loc_ok=district+address",,
